,name,rating,reviews,type,hq,old,employees
8635,Srg Earth Resources,4.3,31 Reviews,Private,Kolkata + 1 more,16 years old,
8636,Sree Behariji Mills,4.2,31 Reviews,Private,Patna + 9 more,80 years old,1001-5000 employees
8637,Julphar Gulf Pharmaceuti...,4.1,31 Reviews,Dubai,,,
8638,Dream India Edu Manageme...,3.7,31 Reviews,Private,Hyderabad + 9 more,7 years old,
8639,S &T Interiors and Contr...,3.7,31 Reviews,Coimbatore + 3 more,,,
8640,Emiza Supply Chain Servi...,3.4,31 Reviews,Private,Gurgaon + 7 more,1-50 employees,
8641,L&w Building Solutions,2.5,31 Reviews,Chennai + 3 more,,,
8642,Advids.co,2.8,31 Reviews,Pune + 1 more,,,
8643,FINE COMPONENTS AND TOOL...,3.7,31 Reviews,Kolar,,,
8644,King Fahad Medical City,4.3,31 Reviews,Bengaluru + 1 more,,,
8645,iTech Ecommerce LLP,3.3,31 Reviews,Kolkata + 6 more,,,
8646,Kapila Krishi Udyog,3.9,31 Reviews,Private,Kanpur + 6 more,23 years old,
8647,Aditya Birla Skills Foun...,4.2,31 Reviews,Lucknow + 13 more,,,
8648,Gatp Solutions,3.2,31 Reviews,Noida + 2 more,,,
8649,Almajal Alarabi Holding,3.9,31 Reviews,Private,Riyadh + 1 more,10000+ employees,
8650,India Dye Chem,4.1,31 Reviews,Delhi NCR,,,
8651,Ms Tata Projects,3.3,31 Reviews,Jaipur + 12 more,,,
8652,Hasan Juma Backer Tradin...,2.9,31 Reviews,Muscat,,,
8653,Focus Academy for Career...,3.0,31 Reviews,Private,Coimbatore + 5 more,51-200 employees,
8654,Misys,3.6,30 Reviews,Private,London,41 years old,5001-10000 employees
8655,SunGard,4.1,30 Reviews,Private,Wayne + 1 more,38 years old,10000+ employees
8656,Consim Info,4.1,30 Reviews,Hyderabad + 7 more,,,
8657,Crown Solutions,3.2,30 Reviews,"Kottivakkam, Chennai, Tamil Nadu + 3 more",,,
8658,Data Core (i),3.2,30 Reviews,Private,Philadelphia,32 years old,1001-5000 employees
8659,Rishabh Software,3.5,30 Reviews,Private,Vadodara,21 years old,201-500 employees
8660,Servomax India,4.0,30 Reviews,Private,Hyderabad + 6 more,,
8661,TaxiForSure,4.3,30 Reviews,Private,Bangalore + 5 more,9 years old,
8662,ThoughtWorks,3.8,30 Reviews,Private,"Illinois, United States + 4 more",27 years old,1001-5000 employees
8663,Fernas Construction Comp...,4.0,30 Reviews,Private,Ankara + 5 more,,
8664,The Walt Disney Company,4.4,30 Reviews,Private,Burbank + 4 more,97 years old,10000+ employees
8665,Hsbc Technology,3.9,30 Reviews,Visakhapatnam + 6 more,,,
8666,Vijay Kumar,3.9,30 Reviews,Ahmedabad + 12 more,,,
8667,Adroit Infotech,3.2,30 Reviews,Public,Pune + 2 more,,
8668,Hanil Automotive,4.0,30 Reviews,Oragadam,,,
8669,HSBC Global Banking and ...,3.9,30 Reviews,Mumbai + 6 more,,,
8670,Aon Services,3.9,30 Reviews,Navi Mumbai + 4 more,,,
8671,Concept Pharmaceuticals,3.7,30 Reviews,Mumbai + 6 more,,,
8672,Thejo Engineering,4.0,30 Reviews,Public,Chennai + 6 more,501-1000 employees,
8673,Nearbuy,4.5,30 Reviews,Delhi + 7 more,10 years old,201-500 employees,
8674,CoreEL Technologies,3.4,30 Reviews,Private,Bangalore + 3 more,201-500 employees,
8675,codeMantra,3.6,30 Reviews,Private,Boston,1-50 employees,
8676,Multi Commodity Exchange...,3.7,30 Reviews,Public,Mumbai + 6 more,,
8677,INDIA NEWS,3.6,30 Reviews,Private,New Delhi + 5 more,,
8678,R R Constructions,4.1,30 Reviews,Private,Rourkela + 12 more,31 years old,
8679,Gtec Computer Education,4.2,30 Reviews,Gulbarga + 6 more,,,
8680,Racold Thermo,4.5,30 Reviews,Private,Pune + 7 more,501-1000 employees,
8681,Concorde Group,3.7,30 Reviews,Private,Calgary + 1 more,33 years old,1001-5000 employees
8682,Rohini Industrial Electr...,4.1,30 Reviews,Private,Mumbai + 9 more,1001-5000 employees,
8683,Cyber Futuristics,3.4,30 Reviews,Private,Jaipur + 4 more,20 years old,201-500 employees
8684,NAVEEN KUMAR,4.3,30 Reviews,Hyderabad + 8 more,,,
8685,Patel Motors,4.0,30 Reviews,Private,Indore + 1 more,501-1000 employees,
8686,Pooja Forge Ltd Faridaba...,3.5,30 Reviews,Public,Faridabad + 1 more,34 years old,501-1000 employees
8687,Process Construction And...,4.3,30 Reviews,Private,Pune + 2 more,501-1000 employees,
8688,College of Engineering &...,3.9,30 Reviews,Hyderabad + 15 more,,,
8689,The Claridges Hotel,4.4,30 Reviews,Mumbai + 4 more,,,
8690,Lyka Labs,3.4,30 Reviews,Public,Salem + 3 more,,
8691,Zeta Global,3.9,30 Reviews,Private,New York + 2 more,501-1000 employees,
8692,Pc Technology,1.3,30 Reviews,Private,Dehradun + 2 more,501-1000 employees,
8693,Samsara Shipping,3.4,30 Reviews,Private,Mumbai + 9 more,24 years old,
8694,Goms Electricals,3.1,30 Reviews,Chennai + 1 more,,,
8695,Axiom Consulting,2.9,30 Reviews,Private,Cincinnati + 2 more,,
8696,Hero Mindmine,3.2,30 Reviews,Gurgaon + 6 more,,,
8697,Intec Infonet,4.1,30 Reviews,Private,New Delhi + 3 more,201-500 employees,
8698,ACL Mobile,3.3,30 Reviews,Private,Noida + 5 more,201-500 employees,
8699,Brady Corporation,4.4,30 Reviews,Public,Milwaukee + 2 more,106 years old,5001-10000 employees
8700,Tekshapers Software Solu...,3.5,30 Reviews,Private,"Troy,MI + 1 more",1-50 employees,
8701,Anthelio Business Techno...,3.4,30 Reviews,Navi Mumbai + 2 more,,,
8702,Sigma Aldrich Chemicals,3.8,30 Reviews,Private,Bengaluru + 1 more,5001-10000 employees,
8703,Tecnics Integration Tech...,3.1,30 Reviews,Private,Houston + 2 more,1-50 employees,
8704,Genesis,3.7,30 Reviews,Private,Moline + 10 more,1001-5000 employees,
8705,Civil court Peddapuram,4.0,30 Reviews,Ranchi + 13 more,,,
8706,Magic Holidays,3.4,30 Reviews,Kolkata + 6 more,,,
8707,Magic Auto,3.3,30 Reviews,New Delhi,,,
8708,IDFC Mutual Fund,4.0,30 Reviews,Private,Mumbai + 10 more,23 years old,10000+ employees
8709,Welspun Energy,4.4,30 Reviews,Private,New Delhi + 7 more,201-500 employees,
8710,Tata Coffee,4.1,30 Reviews,Public,Theni Allinagaram + 4 more,5001-10000 employees,
8711,Stanadyne Amalgamations,3.4,30 Reviews,Thiruvallur,,,
8712,Kunstocom India,3.7,30 Reviews,Private,New Delhi + 7 more,41 years old,201-500 employees
8713,CURA Healthcare,3.7,30 Reviews,Chennai + 3 more,,,
8714,B S,4.0,30 Reviews,Bhopal + 8 more,,,
8715,Vijayasri Organics,4.3,30 Reviews,Hyderabad,,,
8716,Nethues Technologies,3.3,30 Reviews,Private,Delhi + 1 more,21 years old,51-200 employees
8717,Tagore Public School,4.1,30 Reviews,Madurai + 8 more,,,
8718,GlobusSoft,2.8,30 Reviews,Private,Bhilai + 1 more,11 years old,51-200 employees
8719,NexGen Technologies,3.9,30 Reviews,Public,Westminster + 7 more,51-200 employees,
8720,M M Enterprises,3.9,30 Reviews,Private,New Delhi + 11 more,1-50 employees,
8721,EASi Technologies,3.8,30 Reviews,Bengaluru,,,
8722,Varian Medical Systems,4.1,30 Reviews,Private,Palo Alto + 4 more,70 years old,5001-10000 employees
8723,Srijan Realty,3.3,30 Reviews,Kolkata,,,
8724,Ageis,3.5,30 Reviews,Pune + 8 more,1-50 employees,,
8725,National Organic Chemica...,4.2,30 Reviews,Bharuch + 1 more,,,
8726,Goldfinch Hotel,3.9,30 Reviews,Private,Bengaluru + 4 more,27 years old,
8727,Hager Electro,3.6,30 Reviews,Pune + 7 more,23 years old,,
8728,Vasu Chemicals,4.1,30 Reviews,Mumbai + 9 more,,,
8729,Zivame.com,2.8,30 Reviews,Bangalore + 2 more,9 years old,201-500 employees,
8730,Clutch Group,3.3,30 Reviews,Private,Washington,15 years old,501-1000 employees
8731,Wockhardt Foundation,4.1,30 Reviews,Mumbai + 8 more,,,
8732,NPCIL,4.4,30 Reviews,Navi Mumbai + 7 more,,,
8733,Hykon,3.6,30 Reviews,Hyderabad + 4 more,,,
8734,Global Upside,3.6,30 Reviews,San Jose,,,
8735,Endeavor Careers,3.8,30 Reviews,Private,Ahmedabad + 7 more,201-500 employees,
8736,MSS,3.5,30 Reviews,Varanasi + 4 more,,,
8737,TNS Networking Solutions,4.1,30 Reviews,Private,New Delhi + 5 more,13 years old,
8738,Pride Technologies,3.8,30 Reviews,Private,New York + 2 more,,
8739,Pasupati Acrylon,4.0,30 Reviews,Public,New Delhi + 3 more,30 years old,
8740,Upwork,4.0,30 Reviews,Private,Mountain View + 7 more,201-500 employees,
8741,APPL Industries,3.7,30 Reviews,Lucknow + 4 more,,,
8742,Panasonic Energy India C...,4.1,30 Reviews,Public,Mumbai + 6 more,,
8743,Tenpath,3.9,30 Reviews,Private,Secunderabad + 1 more,,
8744,Diverse Lynx,2.9,30 Reviews,Private,Princeton + 1 more,51-200 employees,
8745,Anmol Bakers,4.2,30 Reviews,Private,Noida + 7 more,501-1000 employees,
8746,Surya Construction,4.1,30 Reviews,Private,Guwahati + 10 more,1001-5000 employees,
8747,CGS,3.3,30 Reviews,Private,Dammam + 8 more,51-200 employees,
8748,Delux Bearings,4.0,30 Reviews,Mumbai + 7 more,64 years old,201-500 employees,
8749,C-Square Info Solutions,3.7,30 Reviews,Private,Bangalore + 2 more,18 years old,51-200 employees
8750,Quadlabs Technologies,2.8,30 Reviews,Private,Noida,1-50 employees,
8751,Encore Healthcare,3.9,30 Reviews,Private,Mumbai + 5 more,,
8752,NTT DATA FA Insurance Sy...,2.3,30 Reviews,Private,Bengaluru,201-500 employees,
8753,TUI India,3.9,30 Reviews,Private,Noida + 6 more,10000+ employees,
8754,Alpha Path Lab,3.9,30 Reviews,Private,Naperville + 9 more,23 years old,1-50 employees
8755,Shinecity Infra Project,3.2,30 Reviews,Kolkata + 1 more,,,
8756,Paramount Group,3.8,30 Reviews,Private,New Delhi + 4 more,51-200 employees,
8757,Polytechnic College,3.8,30 Reviews,Hyderabad + 7 more,,,
8758,Jekson Vision,4.0,30 Reviews,Berlin,,,
8759,Ican BPO,3.8,30 Reviews,Private,Thane + 2 more,501-1000 employees,
8760,Robo Silicon,4.6,30 Reviews,Mumbai + 5 more,,,
8761,Thapar University,4.0,30 Reviews,Private,Nagpur + 1 more,64 years old,201-500 employees
8762,The Kothari Wheels,3.4,30 Reviews,Pune + 1 more,,,
8763,Ashida Electronics,3.6,30 Reviews,Private,Thane + 2 more,201-500 employees,
8764,Threyes Srinisons Harnes...,3.3,30 Reviews,Chennai,20 years old,,
8765,AnRak Aluminium,4.2,30 Reviews,Private,Hyderabad + 2 more,501-1000 employees,
8766,Sharda Hospital,3.8,30 Reviews,Greater Noida + 2 more,,,
8767,SZI Technologies,2.5,30 Reviews,Private,Calcutta,,
8768,Textual Analytics Soluti...,2.2,30 Reviews,Bangalore,,,
8769,Poona Hospital And Resea...,4.3,30 Reviews,Kolhapur + 1 more,,,
8770,Foods and Inns,4.4,30 Reviews,Public,Mumbai + 6 more,,
8771,Swissotel Kolkata,4.2,30 Reviews,Private,Dubai,1-50 employees,
8772,Shuttl,3.6,30 Reviews,Private,Gurgaon + 3 more,5 years old,201-500 employees
8773,TMI Network,3.7,30 Reviews,Secunderabad + 7 more,,,
8774,M.B.A Consulting India,3.2,30 Reviews,Private,New Delhi + 2 more,24 years old,51-200 employees
8775,Lanson Motors,4.6,30 Reviews,Vellore + 2 more,,,
8776,Sandip Foundation,2.7,30 Reviews,Solapur + 2 more,,,
8777,Mayur Ply Industries,2.5,30 Reviews,Kolkata + 10 more,22 years old,,
8778,Tci Freight,4.5,30 Reviews,Chennai + 17 more,,,
8779,Markelytics Solutions,3.0,30 Reviews,Private,Bangalore + 1 more,17 years old,201-500 employees
8780,GP Strategies,3.7,30 Reviews,Private,Columbia + 2 more,54 years old,1001-5000 employees
8781,Statcon Power Controls,4.1,30 Reviews,Private,Delhi + 3 more,201-500 employees,
8782,SAL Hospital & Medical I...,4.0,30 Reviews,Bhavnagar,,,
8783,Orange Sorting Machines,3.9,30 Reviews,Hyderabad + 7 more,,,
8784,SSP Technology,4.3,30 Reviews,Kovilpatti,,,
8785,Ganga Medical Centre & H...,4.1,30 Reviews,Coimbatore + 4 more,,,
8786,Prabha Engineering,3.9,30 Reviews,Alwar + 4 more,,,
8787,Unijules Life Sciences,3.6,30 Reviews,Public,Nagpur + 2 more,17 years old,501-1000 employees
8788,Danube Group,3.1,30 Reviews,Chennai + 6 more,,,
8789,Trinity Touch,3.9,30 Reviews,Faridabad + 5 more,,,
8790,BSN Medical,3.8,30 Reviews,Private,Hamburg + 8 more,19 years old,501-1000 employees
8791,Stellar Group,4.4,30 Reviews,Private,Noida + 4 more,201-500 employees,
8792,HBA International,4.3,30 Reviews,Private,Colorado + 1 more,1-50 employees,
8793,Transcentra FTS,2.7,30 Reviews,Mumbai + 2 more,,,
8794,Greenpeace,4.5,30 Reviews,Private,Amsterdam + 3 more,49 years old,1001-5000 employees
8795,Wizertech Informatics,4.2,30 Reviews,Kolkata + 1 more,20 years old,501-1000 employees,
8796,Iba Crafts,3.7,30 Reviews,Jaipur + 1 more,,,
8797,Neva Garments,3.8,30 Reviews,Jammu + 1 more,,,
8798,Gits Food Products Pvt L...,4.1,30 Reviews,Private,Mumbai + 12 more,57 years old,1001-5000 employees
8799,Phoenix,3.9,30 Reviews,Private,San Diego + 11 more,,
8800,Hyundai Rotem,4.5,30 Reviews,Changwon + 7 more,,,
8801,Agrawal Metal Works,4.0,30 Reviews,Jaipur + 4 more,,,
8802,Master Marine Services,3.5,30 Reviews,Private,Mumbai + 9 more,501-1000 employees,
8803,India Pesticides,3.9,30 Reviews,Private,Bareilly + 4 more,36 years old,
8804,Yamaha Motor India Sales,3.0,30 Reviews,Private,Delhi + 8 more,,
8805,Disha Microfin,4.0,30 Reviews,Mumbai + 14 more,,,
8806,Elysium Pharmaceuticals,3.2,30 Reviews,Kolkata + 1 more,,,
8807,Cheer Sagar Exports,4.1,30 Reviews,Noida,,,
8808,Zephyr,3.9,30 Reviews,Private,New York + 11 more,1-50 employees,
8809,Kusters Calico Machinery,3.6,30 Reviews,Vadodara,,,
8810,K Raheja Constructions,4.3,30 Reviews,Private,Mumbai + 2 more,1001-5000 employees,
8811,CAMP Systems,3.4,30 Reviews,Private,Merrimack + 2 more,52 years old,501-1000 employees
8812,Kerakoll,4.5,30 Reviews,Private,Sassuolo + 12 more,52 years old,501-1000 employees
8813,D2K Technologies India,3.1,30 Reviews,Mumbai + 2 more,,,
8814,Dow AgroSciences,4.4,30 Reviews,Private,Indianapolis + 11 more,,
8815,Nipman Fastener Industri...,3.6,30 Reviews,Gurugram + 6 more,23 years old,,
8816,Indian Card Clothing Co.,3.6,30 Reviews,Private,Pune + 2 more,201-500 employees,
8817,Anjan Drug,3.6,30 Reviews,Private,Chennai,30 years old,
8818,Yash Papers,3.9,30 Reviews,Public,Sardarshahar,501-1000 employees,
8819,Classic Marble Company,3.9,30 Reviews,Mumbai + 3 more,26 years old,5001-10000 employees,
8820,ATRA Pharmaceuticals,3.9,30 Reviews,Mumbai,29 years old,,
8821,Global Group,3.2,30 Reviews,Private,Mumbai + 1 more,1001-5000 employees,
8822,Mogli labs,3.3,30 Reviews,Kolkata + 7 more,,,
8823,Medicare TPA Services (I...,4.2,30 Reviews,Private,Kolkata + 7 more,501-1000 employees,
8824,Mersen,3.5,30 Reviews,Private,Courbevoie + 1 more,129 years old,5001-10000 employees
8825,Samrin Services,2.2,30 Reviews,Mumbai,,,
8826,Empire Spices & Foods,4.1,30 Reviews,Mumbai + 2 more,,,
8827,infoAnalytica,4.3,30 Reviews,Private,San Jose,,
8828,Konkan Railway Corporati...,4.0,30 Reviews,New Delhi + 4 more,,,
8829,KARL STORZ,3.8,30 Reviews,Private,Tuttlingen + 9 more,501-1000 employees,
8830,Seven Seas Hotel,3.3,30 Reviews,Delhi NCR + 2 more,,,
8831,Express Logistics,3.6,30 Reviews,Hyderabad + 13 more,,,
8832,Zones Corporate Solution...,2.3,30 Reviews,Noida,,,
8833,N S Associates,3.9,30 Reviews,Private,Delhi + 4 more,,
8834,Tmeic Industrial Systems,4.2,30 Reviews,Tumakuru + 2 more,,,
8835,MYNTRA JABONG INDIA,4.5,30 Reviews,Chennai + 7 more,,,
8836,The Learning Curve,4.0,30 Reviews,Private,Fremont + 3 more,201-500 employees,
8837,Pyrotech Workspace Solut...,3.8,30 Reviews,Private,Udaipur,51-200 employees,
8838,Fingent,4.7,30 Reviews,Private,Thiruvananthapuram + 1 more,1-50 employees,
8839,Healthcare Informatics,2.7,30 Reviews,Vadodara + 3 more,,,
8840,Cosma International Indi...,4.4,30 Reviews,Private,Pune + 4 more,,
8841,Sapa Extrusion,4.3,30 Reviews,Kuppam,,,
8842,Parekh Group,4.1,30 Reviews,Private,Mumbai + 11 more,,
8843,Stellapps Technologies,4.1,30 Reviews,Bangalore + 7 more,9 years old,201-500 employees,
8844,Novotel Hyderabad Airpor...,4.5,30 Reviews,Pune + 4 more,,,
8845,Neo Metaliks,3.0,30 Reviews,Kolkata,,,
8846,Nightingale Home Healthc...,3.8,30 Reviews,Private,Carmel + 3 more,24 years old,201-500 employees
8847,APTRON Solutions,4.0,30 Reviews,Noida + 1 more,,,
8848,Pioneer e Solutions,3.8,30 Reviews,Private,New Delhi + 12 more,1-50 employees,
8849,International Data Corpo...,3.6,30 Reviews,Private,Framingham + 7 more,1001-5000 employees,
8850,Rmg Alloy Steel,3.5,30 Reviews,Public,Mumbai + 2 more,,
8851,Bhole Baba Milk Food Ind...,3.4,30 Reviews,"Agra,Uttar Pradesh + 5 more",,,
8852,S.H. Kelkar & Co.,4.0,30 Reviews,Mumbai + 4 more,,,
8853,Laurus Edutech,3.8,30 Reviews,Jaipur + 10 more,,,
8854,S B Construction,3.8,30 Reviews,Private,Rourkela + 15 more,26 years old,
8855,Aravind Eye Hospital,4.2,30 Reviews,Chennai + 7 more,,,
8856,Frontline NCR Business S...,3.7,30 Reviews,Private,New Delhi + 11 more,13 years old,1001-5000 employees
8857,Avis- Mercury Car Rental...,3.9,30 Reviews,Noida + 7 more,,,
8858,Sidel,4.4,30 Reviews,Private,Chakan + 1 more,55 years old,1001-5000 employees
8859,Trux App,3.2,30 Reviews,Saket + 4 more,,,
8860,Devi Engineering and Con...,3.8,30 Reviews,Private,Bangalore + 5 more,,
8861,VDart,3.9,30 Reviews,Private,"Alpharetta,GA",13 years old,201-500 employees
8862,Hobel Bellows,3.4,30 Reviews,Mumbai + 1 more,,,
8863,Ministry of Labour & Emp...,4.3,30 Reviews,Private,New Delhi + 7 more,10000+ employees,
8864,Pigeon India,4.0,30 Reviews,Private,Gurgaon + 6 more,11 years old,51-200 employees
8865,Akshar Elecinfra,4.0,30 Reviews,Private,Vadodara + 4 more,11 years old,
8866,4G Identity Solutions,3.9,30 Reviews,Private,Lucknow + 11 more,501-1000 employees,
8867,Bothra Group,3.4,30 Reviews,Private,Kolkata + 3 more,,
8868,Synergy Systems & Soluti...,4.1,30 Reviews,"Faridabad,Haryana + 4 more",,,
8869,Alpha Associates,3.8,30 Reviews,Private,Dar es Salaam,1-50 employees,
8870,REVA University,3.7,30 Reviews,Bengaluru,,,
8871,Grand Polycoats,4.0,30 Reviews,Private,Vadodara + 5 more,,
8872,Premier Explosives,4.1,30 Reviews,Public,Hyderabad + 2 more,,
8873,AURONEXT PHARMA,4.2,30 Reviews,Gurgaon + 2 more,,,
8874,Premier Plasmotec,3.6,30 Reviews,Private,Faridabad + 1 more,11 years old,
8875,LSG Sky Chefs,3.9,30 Reviews,Private,Hyderabad + 4 more,19 years old,10000+ employees
8876,Silver Spark Apparel,3.8,30 Reviews,Private,Mumbai + 1 more,,
8877,Eltech Appliances,3.0,30 Reviews,Private,Chennai + 9 more,8 years old,
8878,Kd Campus,3.8,30 Reviews,Private,Delhi + 7 more,,
8879,BEC Chemicals,4.0,30 Reviews,Mumbai,,,
8880,Ravenbhel Healthcare,4.2,30 Reviews,Amritsar + 2 more,,,
8881,Taehwa Enterprises,3.5,30 Reviews,Noida + 1 more,,,
8882,Lakshya Institute,3.5,30 Reviews,Private,Old Bridge + 9 more,1-50 employees,
8883,Humana People to People ...,4.4,30 Reviews,Private,Louisville + 2 more,10000+ employees,
8884,Good Shepherd Internatio...,3.9,30 Reviews,Pune + 3 more,,,
8885,SUDlife,3.0,30 Reviews,Mumbai + 12 more,,,
8886,Alexis Multispeciality H...,4.2,30 Reviews,Nagpur,10 years old,1001-5000 employees,
8887,Gopaldas Visram Pvt.ltd,3.9,30 Reviews,Mumbai + 2 more,,,
8888,Rivulis Irrigation,4.1,30 Reviews,San Diego + 9 more,,,
8889,Pps Motors,3.9,30 Reviews,Private,Hyderabad + 3 more,10 years old,
8890,Madhavbaug,3.7,30 Reviews,Private,Thane + 9 more,14 years old,501-1000 employees
8891,V Resorts,2.6,30 Reviews,Private,Noida + 4 more,6 years old,51-200 employees
8892,Mtg Learning Media,4.0,30 Reviews,Private,Gurugram + 2 more,38 years old,51-200 employees
8893,Vero Moda,4.3,30 Reviews,Private,Hyderabad + 11 more,51-200 employees,
8894,Max Skill First,3.8,30 Reviews,Gurgaon + 14 more,5 years old,201-500 employees,
8895,Zefo,3.7,30 Reviews,Bangalore + 2 more,5 years old,51-200 employees,
8896,Arjohuntleigh Healthcare,3.7,30 Reviews,Kolkata + 14 more,,,
8897,Almoayyed Contracting Gr...,4.1,30 Reviews,Private,Manama + 1 more,1001-5000 employees,
8898,Divine Medical Centre,3.4,30 Reviews,Chennai + 14 more,,,
8899,Itc Sonar Kolkata,4.4,30 Reviews,New Delhi + 1 more,,,
8900,C3I Solutions,3.5,30 Reviews,Private,Horsham,27 years old,501-1000 employees
8901,Annapurna Group,3.5,30 Reviews,Siliguri + 3 more,,,
8902,Truebil,3.5,30 Reviews,Private,Mumbai + 2 more,,
8903,J S Auto,3.7,30 Reviews,Private,Kanpur + 4 more,51-200 employees,
8904,Verga Attachments,3.5,30 Reviews,Private,Malur,14 years old,201-500 employees
8905,Freyr Solutions,3.2,30 Reviews,Private,Hyderabad,6 years old,51-200 employees
8906,Locus RAGS,2.9,30 Reviews,Gurgaon + 2 more,,,
8907,Kajima India,4.3,30 Reviews,Private,Delhi + 5 more,,
8908,Ace Facility Management,4.0,30 Reviews,Private,Faridabad + 4 more,36 years old,
8909,Shri Balaji Buildmate,4.1,30 Reviews,Private,Gurgaon + 5 more,8 years old,
8910,Movenpick,4.3,30 Reviews,Kolkata + 6 more,,,
8911,Structures Online,4.0,30 Reviews,Delhi NCR,,,
8912,Orange Renewable,4.1,30 Reviews,Delhi + 5 more,12 years old,1-50 employees,
8913,Vignan University,3.9,30 Reviews,Private,Guntur + 4 more,,
8914,ASTRA,3.4,30 Reviews,Private,Kolkata + 9 more,1-50 employees,
8915,SGD PHARMA,3.6,30 Reviews,Private,Puteaux,1001-5000 employees,
8916,RCS,3.3,30 Reviews,Chennai + 6 more,,,
8917,Vtc Tradewings,3.7,30 Reviews,Private,Delhi + 4 more,,
8918,Aircon Automation,2.8,30 Reviews,Pune + 1 more,,,
8919,Chemetall,4.2,30 Reviews,Private,Pune + 8 more,,
8920,Cubical Laboratories,3.3,30 Reviews,New Delhi,,,
8921,anovIP,2.3,30 Reviews,Private,New Delhi,1-50 employees,
8922,K.D. Medical College Hos...,3.7,30 Reviews,Private,"Bareilly,India + 4 more",1-50 employees,
8923,Greenmark Developers,4.2,30 Reviews,Private,Hyderabad,20 years old,51-200 employees
8924,Aswartha Condition Monit...,3.7,30 Reviews,Singrauli + 2 more,,,
8925,Daily ninja,3.7,30 Reviews,Private,Bangalore + 4 more,5 years old,201-500 employees
8926,KSB Tech,3.6,30 Reviews,Private,Pune + 2 more,1001-5000 employees,
8927,Tiger Security Guard Ser...,3.1,30 Reviews,Private,Cuttack + 3 more,,
8928,Ryonan Electric,3.3,30 Reviews,Gurgaon,,,
8929,Dalmia Bharat Group,4.0,30 Reviews,Private,New Delhi + 9 more,81 years old,1001-5000 employees
8930,Brown House Baking,4.3,30 Reviews,Private,Bangalore,5 years old,
8931,Excelus Learning Solutio...,4.2,30 Reviews,Nagpur + 15 more,,,
8932,British American Tobacco,4.3,30 Reviews,London + 6 more,,,
8933,Jamkash Vehicleades,4.4,30 Reviews,Udhampur + 1 more,,,
8934,Nabard Consultancy Servi...,4.1,30 Reviews,Private,PLOT NO C-24 'G'BLOCKBANDRA KURLA COMPLEX POST BOX NO 8121  BANDRA EAST   MUMBAI Maharashtra INDIA 4 + 10 more,,
8935,Ashpra Skills,3.9,30 Reviews,Private,Delhi + 5 more,,
8936,Protecon BTG,4.7,30 Reviews,Noida,,,
8937,Ministry of Agriculture,4.3,30 Reviews,Private,Addis Ababa + 9 more,201-500 employees,
8938,Jollibee Foods Corporati...,4.6,30 Reviews,Private,Pasig + 2 more,10000+ employees,
8939,Tata STRIVE,4.0,30 Reviews,Mumbai + 9 more,,,
8940,DigiVersal Consultants,3.4,30 Reviews,Private,Delhi NCR,1-50 employees,
8941,Astral Adhesives,4.5,30 Reviews,Private,"Kanpur Uttar Pradesh,India + 13 more",51-200 employees,
8942,Rajiv Gandhi Mahila Vika...,4.6,30 Reviews,Private,Rae Bareli + 6 more,201-500 employees,
8943,Vasant Masala,4.4,30 Reviews,Indore + 9 more,,,
8944,Andaz Delhi,4.6,30 Reviews,Lucknow + 4 more,,,
8945,Calibrated Healthcare Ne...,3.1,30 Reviews,Gurgaon,,,
8946,GenNext Human Resource M...,4.7,30 Reviews,Private,Bhopal + 3 more,12 years old,1-50 employees
8947,OZOPROP Technologies,3.3,30 Reviews,Private,Bengaluru,1-50 employees,
8948,Henote Technologies,3.8,30 Reviews,Mumbai + 1 more,,,
8949,Om hr Solutions,3.6,30 Reviews,Mumbai + 10 more,,,
8950,Peoples Mutually Aided C...,3.7,30 Reviews,Vijayawada,,,
8951,Manthan Solutions,2.1,30 Reviews,Jaipur + 11 more,,,
8952,Hewitt Associates,4.3,29 Reviews,Navi Mumbai + 5 more,,,
8953,ABN AMRO BANK N.V.,4.5,29 Reviews,Private,Amsterdam + 7 more,1001-5000 employees,
8954,Alcatel Lucent Managed S...,4.4,29 Reviews,Raipur + 15 more,,,
8955,Production Co,4.0,29 Reviews,Pune + 12 more,,,
8956,Infotech Global,3.7,29 Reviews,Private,Piscataway + 5 more,28 years old,51-200 employees
8957,The Park,3.9,29 Reviews,Private,New York + 7 more,1-50 employees,
8958,Spanco,4.0,29 Reviews,Public,Morgantown + 8 more,41 years old,51-200 employees
8959,HCL AXON,3.6,29 Reviews,Bengaluru + 8 more,,,
8960,Navayuga Infotech,3.7,29 Reviews,Private,Hyderabad,51-200 employees,
8961,Extentia Information Tec...,3.9,29 Reviews,Private,Pune,51-200 employees,
8962,Siemens PLM Software,4.0,29 Reviews,Private,"Plano,TX",16 years old,5001-10000 employees
8963,KonyLabs IT Services,4.1,29 Reviews,Hyderabad,,,
8964,OSRAM,4.3,29 Reviews,Private,Munich + 7 more,5001-10000 employees,
8965,Wizcraft International E...,4.0,29 Reviews,Hyderabad + 6 more,,,
8966,G Enterprises,3.4,29 Reviews,Gurgaon + 9 more,,,
8967,Incture Technologies,3.1,29 Reviews,"Salarpuria Sattva Aura,Kadubeesanah",14 years old,201-500 employees,
8968,Kumar Builders,3.5,29 Reviews,Private,Pune + 1 more,,
8969,Jk Industries,3.9,29 Reviews,Public,Mumbai + 14 more,,
8970,Comodo Security Solution...,3.8,29 Reviews,Private,Tokyo,1-50 employees,
